"postcode","ced_2016","num_in_ced_2016","proportion_in_ced_2016"
"3816","Mcmillan","1","1.0000"
"3818","Mcmillan","1","1.0000"
"3820","Mcmillan","1","1.0000"
"3821","Mcmillan","1","1.0000"
"3822","Mcmillan","1","1.0000"
"3823","Mcmillan","1","1.0000"
"3824","Mcmillan","2","0.9724"
"3824","Gippsland","2","0.0276"
"3825","Mcmillan","2","0.8937"
"3825","Gippsland","2","0.1063"
"3831","Mcmillan","1","1.0000"
"3832","Mcmillan","1","1.0000"
"3833","Mcmillan","2","0.9105"
"3833","Casey","2","0.0895"
"3835","Mcmillan","1","1.0000"
"3840","Gippsland","1","1.0000"
"3842","Gippsland","1","1.0000"
"3844","Gippsland","1","1.0000"
"3847","Gippsland","1","1.0000"
"3850","Gippsland","1","1.0000"
"3851","Gippsland","1","1.0000"
"3852","Gippsland","1","1.0000"
"3854","Mcmillan","2","0.0425"
"3854","Gippsland","2","0.9575"
"3856","Gippsland","2","0.5663"
"3856","Mcmillan","2","0.4337"
"3857","Gippsland","1","1.0000"
"3858","Gippsland","2","0.9684"
"3858","Indi","2","0.0316"
"3859","Gippsland","1","1.0000"
"3860","Gippsland","1","1.0000"
"3862","Gippsland","2","0.8359"
"3862","Indi","2","0.1641"
"3864","Gippsland","1","1.0000"
"3865","Gippsland","1","1.0000"
"3869","Gippsland","1","1.0000"
"3870","Gippsland","1","1.0000"
"3871","Mcmillan","2","0.8699"
"3871","Gippsland","2","0.1301"
"3873","Gippsland","1","1.0000"
"3874","Gippsland","1","1.0000"
"3875","Gippsland","1","1.0000"
"3878","Gippsland","1","1.0000"
"3880","Gippsland","1","1.0000"
"3882","Gippsland","1","1.0000"
"3885","Gippsland","1","1.0000"
"3886","Gippsland","1","1.0000"
"3887","Gippsland","1","1.0000"
"3888","Gippsland","1","1.0000"
"3889","Gippsland","1","1.0000"
"3890","Gippsland","1","1.0000"
"3891","Gippsland","1","1.0000"
"3892","Gippsland","1","1.0000"
"3893","Gippsland","1","1.0000"
"3895","Gippsland","1","1.0000"
"3896","Gippsland","1","1.0000"
"3898","Gippsland","2","0.9245"
"3898","Indi","2","0.0755"
"3900","Gippsland","1","1.0000"
"3902","Gippsland","1","1.0000"
"3903","Gippsland","1","1.0000"
"3904","Gippsland","1","1.0000"
"3909","Gippsland","1","1.0000"
"3910","Dunkley","1","1.0000"
"3911","Flinders","2","0.4253"
"3911","Dunkley","2","0.5747"
"3912","Flinders","1","1.0000"
"3913","Flinders","1","1.0000"
"3915","Flinders","1","1.0000"
"3916","Flinders","1","1.0000"
"3918","Flinders","1","1.0000"
"3919","Flinders","1","1.0000"
"3920","Flinders","1","1.0000"
"3921","Flinders","1","1.0000"
"3922","Flinders","1","1.0000"
"3923","Flinders","1","1.0000"
"3925","Flinders","1","1.0000"
"3926","Flinders","1","1.0000"
"3927","Flinders","1","1.0000"
"3928","Flinders","1","1.0000"
"3929","Flinders","1","1.0000"
"3930","Dunkley","1","1.0000"
"3931","Dunkley","1","1.0000"
"3933","Flinders","1","1.0000"
"3934","Flinders","1","1.0000"
"3936","Flinders","1","1.0000"
"3937","Flinders","1","1.0000"
"3938","Flinders","1","1.0000"
"3939","Flinders","1","1.0000"
"3940","Flinders","1","1.0000"
"3941","Flinders","1","1.0000"
"3942","Flinders","1","1.0000"
"3943","Flinders","1","1.0000"
"3944","Flinders","1","1.0000"
"3945","Flinders","2","0.5985"
"3945","Mcmillan","2","0.4015"
"3946","Mcmillan","1","1.0000"
"3950","Mcmillan","1","1.0000"
"3951","Mcmillan","1","1.0000"
"3953","Mcmillan","1","1.0000"
"3954","Mcmillan","1","1.0000"
"3956","Mcmillan","1","1.0000"
"3957","Mcmillan","1","1.0000"
"3958","Mcmillan","1","1.0000"
"3959","Mcmillan","1","1.0000"
"3960","Mcmillan","1","1.0000"
"3962","Mcmillan","2","0.7445"
"3962","Gippsland","2","0.2555"
"3964","Mcmillan","1","1.0000"
"3965","Mcmillan","1","1.0000"
"3966","Mcmillan","2","0.6254"
"3966","Gippsland","2","0.3746"
"3967","Gippsland","2","0.6113"
"3967","Mcmillan","2","0.3887"
"3971","Gippsland","1","1.0000"
"3975","Holt","2","0.5498"
"3975","Isaacs","2","0.4502"
"3976","Holt","1","1.0000"
"3977","Holt","4","0.3357"
"3977","Isaacs","4","0.1162"
"3977","Dunkley","4","0.0226"
"3977","Flinders","4","0.5255"
"3978","La Trobe","3","0.5407"
"3978","Flinders","3","0.4238"
"3978","Holt","3","0.0356"
"3979","Flinders","2","0.9421"
"3979","Mcmillan","2","0.0579"
"3980","Flinders","1","1.0000"
"3981","Mcmillan","2","0.0505"
"3981","Flinders","2","0.9495"
"3984","Flinders","1","1.0000"
"3987","Mcmillan","2","0.8782"
"3987","Flinders","2","0.1218"
"3988","Mcmillan","1","1.0000"
"3990","Flinders","1","1.0000"
"3991","Flinders","1","1.0000"
"3992","Flinders","2","0.7803"
"3992","Mcmillan","2","0.2197"
"3995","Mcmillan","2","0.6863"
"3995","Flinders","2","0.3137"
"3996","Mcmillan","1","1.0000"
"4000","Brisbane","1","1.0000"
"4005","Brisbane","1","1.0000"
"4006","Brisbane","1","1.0000"
"4007","Brisbane","1","1.0000"
"4008","Lilley","1","1.0000"
"4009","Lilley","2","0.6264"
"4009","Brisbane","2","0.3736"
"4010","Brisbane","1","1.0000"
"4011","Brisbane","1","1.0000"
"4012","Brisbane","2","0.0270"
"4012","Lilley","2","0.9730"
"4013","Lilley","1","1.0000"
"4014","Lilley","1","1.0000"
"4017","Lilley","2","0.6259"
"4017","Petrie","2","0.3741"
"4018","Petrie","2","0.5179"
"4018","Lilley","2","0.4821"
"4019","Petrie","1","1.0000"
"4020","Petrie","1","1.0000"
"4021","Petrie","1","1.0000"
"4022","Petrie","1","1.0000"
"4025","Bonner","1","1.0000"
"4029","Brisbane","1","1.0000"
"4030","Brisbane","1","1.0000"
"4031","Lilley","2","0.7211"
"4031","Brisbane","2","0.2789"
"4032","Lilley","1","1.0000"
"4034","Lilley","2","0.7687"
"4034","Petrie","2","0.2313"
"4035","Lilley","3","0.1951"
"4035","Dickson","3","0.5070"
"4035","Petrie","3","0.2979"
"4036","Petrie","1","1.0000"
"4037","Dickson","1","1.0000"
"4051","Brisbane","2","0.5802"
"4051","Ryan","2","0.4198"
"4053","Lilley","4","0.5718"
"4053","Ryan","4","0.1898"
"4053","Dickson","4","0.1490"
"4053","Brisbane","4","0.0895"
"4054","Ryan","2","0.5830"
"4054","Dickson","2","0.4170"
"4055","Dickson","2","0.6521"
"4055","Ryan","2","0.3479"
"4059","Brisbane","1","1.0000"
"4060","Brisbane","2","0.7032"
"4060","Ryan","2","0.2968"
"4061","Ryan","1","1.0000"
"4064","Brisbane","2","0.9489"
"4064","Ryan","2","0.0511"
"4065","Ryan","2","0.8333"
"4065","Brisbane","2","0.1667"
"4066","Ryan","1","1.0000"
"4067","Ryan","1","1.0000"
"4068","Ryan","2","0.8622"
"4068","Moreton","2","0.1378"
"4069","Ryan","1","1.0000"
"4070","Ryan","1","1.0000"
"4072","Ryan","1","1.0000"
"4073","Oxley","1","1.0000"
"4074","Oxley","1","1.0000"
"4075","Moreton","1","1.0000"
"4076","Oxley","1","1.0000"
"4077","Oxley","1","1.0000"
"4078","Oxley","1","1.0000"
"4101","Griffith","1","1.0000"
"4102","Griffith","1","1.0000"
"4103","Moreton","2","0.6848"
"4103","Griffith","2","0.3152"
"4104","Moreton","1","1.0000"
"4105","Moreton","1","1.0000"
"4106","Moreton","1","1.0000"
"4107","Moreton","1","1.0000"
"4108","Moreton","1","1.0000"
"4109","Moreton","1","1.0000"
"4110","Oxley","2","0.5160"
"4110","Moreton","2","0.4840"
"4111","Moreton","1","1.0000"
"4112","Moreton","1","1.0000"
"4113","Moreton","2","0.8868"
"4113","Bonner","2","0.1132"
"4114","Rankin","1","1.0000"
"4115","Rankin","1","1.0000"
"4116","Rankin","1","1.0000"
"4117","Rankin","1","1.0000"
"4118","Rankin","3","0.7203"
"4118","Wright","3","0.2518"
"4118","Forde","3","0.0280"
"4119","Rankin","1","1.0000"
"4120","Griffith","1","1.0000"
"4121","Griffith","3","0.4860"
"4121","Moreton","3","0.3384"
"4121","Bonner","3","0.1757"
"4122","Bonner","2","0.9364"
"4122","Griffith","2","0.0636"
"4123","Bonner","2","0.7126"
"4123","Rankin","2","0.2874"
"4124","Wright","3","0.8435"
"4124","Blair","3","0.0855"
"4124","Forde","3","0.0710"
"4125","Forde","2","0.8291"
"4125","Wright","2","0.1709"
"4127","Rankin","1","1.0000"
"4128","Forde","1","1.0000"
"4129","Forde","1","1.0000"
"4130","Forde","1","1.0000"
"4131","Forde","2","0.6113"
"4131","Rankin","2","0.3887"
"4132","Rankin","1","1.0000"
"4133","Forde","1","1.0000"
"4151","Griffith","1","1.0000"
"4152","Bonner","2","0.5355"
"4152","Griffith","2","0.4645"
"4153","Bonner","1","1.0000"
"4154","Bonner","1","1.0000"
"4155","Bonner","1","1.0000"
"4156","Bonner","1","1.0000"
"4157","Bowman","1","1.0000"
"4158","Bowman","1","1.0000"
"4159","Bowman","1","1.0000"
"4160","Bowman","1","1.0000"
"4161","Bowman","1","1.0000"
"4163","Bowman","1","1.0000"
"4164","Bowman","1","1.0000"
"4165","Bowman","1","1.0000"
"4169","Griffith","1","1.0000"
"4170","Bonner","2","0.1415"
"4170","Griffith","2","0.8585"
"4171","Griffith","1","1.0000"
"4172","Bonner","2","0.7403"
"4172","Griffith","2","0.2597"
"4173","Bonner","1","1.0000"
"4174","Bonner","1","1.0000"
"4178","Bonner","1","1.0000"
"4179","Bonner","1","1.0000"
"4183","Bowman","1","1.0000"
"4184","Bowman","1","1.0000"
"4205","Forde","1","1.0000"
"4207","Forde","3","0.4763"
"4207","Wright","3","0.2639"
"4207","Fadden","3","0.2598"
"4208","Fadden","2","0.7475"
"4208","Forde","2","0.2525"
"4209","Fadden","2","0.6177"
"4209","Forde","2","0.3823"
"4210","Wright","3","0.5680"
"4210","Forde","3","0.3159"
"4210","Fadden","3","0.1161"
"4211","Wright","3","0.8970"
"4211","Moncrieff","3","0.0678"
"4211","Fadden","3","0.0352"
"4212","Fadden","1","1.0000"
"4213","Wright","2","0.8573"
"4213","Mcpherson","2","0.1427"
"4214","Fadden","2","0.7771"
"4214","Moncrieff","2","0.2229"
"4215","Moncrieff","2","0.7255"
"4215","Fadden","2","0.2745"
"4216","Fadden","1","1.0000"
"4217","Moncrieff","1","1.0000"
"4218","Moncrieff","1","1.0000"
"4220","Mcpherson","2","0.8532"
"4220","Moncrieff","2","0.1468"
"4221","Mcpherson","1","1.0000"
"4222","Moncrieff","1","1.0000"
"4223","Mcpherson","1","1.0000"
"4224","Mcpherson","1","1.0000"
"4225","Mcpherson","1","1.0000"
"4226","Moncrieff","2","0.0838"
"4226","Mcpherson","2","0.9162"
"4227","Mcpherson","1","1.0000"
"4228","Mcpherson","1","1.0000"
"4229","Mcpherson","1","1.0000"
"4230","Mcpherson","1","1.0000"
"4270","Wright","1","1.0000"
"4271","Wright","1","1.0000"
"4272","Wright","1","1.0000"
"4275","Wright","1","1.0000"
"4280","Wright","2","0.9713"
"4280","Forde","2","0.0287"
"4285","Wright","1","1.0000"
"4287","Wright","1","1.0000"
"4300","Oxley","2","0.8337"
"4300","Blair","2","0.1663"
"4301","Blair","2","0.5926"
"4301","Oxley","2","0.4074"
"4303","Blair","1","1.0000"
"4304","Blair","1","1.0000"
"4305","Blair","2","0.8138"
"4305","Wright","2","0.1862"
"4306","Maranoa","4","0.1685"
"4306","Ryan","4","0.0646"
"4306","Wright","4","0.0297"
"4306","Blair","4","0.7373"
"4307","Wright","2","0.9191"
"4307","Blair","2","0.0809"
"4309","Wright","1","1.0000"
"4310","Wright","1","1.0000"
"4311","Blair","2","0.8368"
"4311","Wright","2","0.1632"
"4312","Blair","1","1.0000"
"4313","Blair","1","1.0000"
"4340","Blair","2","0.6049"
"4340","Wright","2","0.3951"
"4341","Wright","1","1.0000"
"4342","Wright","2","0.9725"
"4342","Blair","2","0.0275"
"4343","Wright","1","1.0000"
"4344","Wright","1","1.0000"
"4345","Wright","1","1.0000"
"4346","Blair","1","1.0000"
"4347","Wright","1","1.0000"
"4350","Groom","1","1.0000"
"4352","Maranoa","3","0.7051"
"4352","Groom","3","0.2337"
"4352","Wright","3","0.0612"
"4353","Maranoa","2","0.6135"
"4353","Groom","2","0.3865"
"4354","Groom","2","0.9497"
"4354","Maranoa","2","0.0503"
"4355","Maranoa","1","1.0000"
"4356","Groom","1","1.0000"
"4357","Maranoa","1","1.0000"
"4358","Groom","2","0.7765"
"4358","Maranoa","2","0.2235"
"4359","Groom","2","0.9172"
"4359","Wright","2","0.0828"
"4360","Groom","2","0.6339"
"4360","Maranoa","2","0.3661"
"4361","Maranoa","1","1.0000"
"4362","Maranoa","1","1.0000"
"4363","Groom","1","1.0000"
"4364","Groom","1","1.0000"
"4365","Maranoa","1","1.0000"
"4370","Maranoa","1","1.0000"
"4371","Maranoa","1","1.0000"
"4372","Maranoa","1","1.0000"
"4373","Maranoa","1","1.0000"
"4374","Maranoa","1","1.0000"
"4375","Maranoa","2","0.6488"
"4375","New England","2","0.3512"
"4376","Maranoa","1","1.0000"
"4377","New England","2","0.8351"
"4377","Maranoa","2","0.1649"
"4378","Maranoa","1","1.0000"
"4380","Maranoa","2","0.8890"
"4380","New England","2","0.1110"
"4381","Maranoa","1","1.0000"
"4382","Maranoa","1","1.0000"
"4383","New England","2","0.5943"
"4383","Maranoa","2","0.4057"
"4384","Maranoa","1","1.0000"
"4385","Maranoa","2","0.7092"
"4385","New England","2","0.2908"
"4387","Maranoa","1","1.0000"
"4388","Maranoa","1","1.0000"
"4390","Maranoa","1","1.0000"
"4400","Groom","1","1.0000"
"4401","Groom","1","1.0000"
"4402","Maranoa","2","0.8630"
"4402","Groom","2","0.1370"
"4403","Groom","1","1.0000"
"4404","Groom","2","0.8785"
"4404","Maranoa","2","0.1215"
"4405","Groom","2","0.0521"
"4405","Maranoa","2","0.9479"
"4406","Maranoa","1","1.0000"
"4407","Maranoa","2","0.8913"
"4407","Groom","2","0.1087"
"4408","Maranoa","1","1.0000"
"4410","Maranoa","1","1.0000"
"4411","Maranoa","1","1.0000"
"4412","Maranoa","1","1.0000"
"4413","Maranoa","1","1.0000"
"4415","Maranoa","1","1.0000"
"4416","Maranoa","1","1.0000"
"4417","Maranoa","1","1.0000"
"4418","Maranoa","1","1.0000"
"4419","Maranoa","2","0.8135"
"4419","Flynn","2","0.1865"
"4420","Flynn","1","1.0000"
"4421","Maranoa","1","1.0000"
"4422","Maranoa","1","1.0000"
"4423","Maranoa","1","1.0000"
"4424","Maranoa","1","1.0000"
"4425","Maranoa","1","1.0000"
"4426","Maranoa","1","1.0000"
"4427","Maranoa","1","1.0000"
"4428","Maranoa","1","1.0000"
"4454","Maranoa","1","1.0000"
"4455","Maranoa","1","1.0000"
"4461","Maranoa","1","1.0000"
"4462","Maranoa","1","1.0000"
"4465","Maranoa","1","1.0000"
"4467","Maranoa","1","1.0000"
"4468","Maranoa","1","1.0000"
"4470","Maranoa","1","1.0000"
"4472","Maranoa","1","1.0000"
"4474","Maranoa","1","1.0000"
"4475","Maranoa","1","1.0000"
"4477","Maranoa","1","1.0000"
"4478","Maranoa","1","1.0000"
"4479","Maranoa","1","1.0000"
"4480","Maranoa","1","1.0000"
"4481","Maranoa","1","1.0000"
"4482","Maranoa","1","1.0000"
"4486","Maranoa","1","1.0000"
"4487","Maranoa","1","1.0000"
"4488","Maranoa","1","1.0000"
"4489","Maranoa","1","1.0000"
"4490","Maranoa","1","1.0000"
"4491","Maranoa","1","1.0000"
"4492","Maranoa","1","1.0000"
"4493","Maranoa","1","1.0000"
"4494","Maranoa","1","1.0000"
"4496","Maranoa","1","1.0000"
"4497","Maranoa","1","1.0000"
"4498","Maranoa","1","1.0000"
"4500","Dickson","1","1.0000"
"4501","Dickson","1","1.0000"
"4502","Dickson","1","1.0000"
"4503","Dickson","3","0.7399"
"4503","Petrie","3","0.1651"
"4503","Longman","3","0.0950"
"4504","Longman","2","0.9028"
"4504","Petrie","2","0.0972"
"4505","Longman","2","0.8352"
"4505","Petrie","2","0.1648"
"4506","Longman","1","1.0000"
"4507","Longman","1","1.0000"
"4508","Petrie","2","0.9744"
"4508","Longman","2","0.0256"
"4509","Petrie","1","1.0000"
"4510","Longman","1","1.0000"
"4511","Longman","1","1.0000"
"4512","Longman","1","1.0000"
"4514","Longman","2","0.7510"
"4514","Blair","2","0.2490"
"4515","Blair","1","1.0000"
"4516","Longman","1","1.0000"
"4517","Fisher","1","1.0000"
"4518","Fisher","1","1.0000"
"4519","Fisher","1","1.0000"
"4520","Dickson","2","0.8858"
"4520","Ryan","2","0.1142"
"4521","Dickson","2","0.6973"
"4521","Longman","2","0.3027"
"4550","Fisher","1","1.0000"
"4551","Fisher","1","1.0000"
"4552","Longman","2","0.0428"
"4552","Fisher","2","0.9572"
"4553","Fisher","1","1.0000"
"4554","Fisher","1","1.0000"
"4555","Fisher","2","0.5836"
"4555","Fairfax","2","0.4164"
"4556","Fairfax","2","0.6854"
"4556","Fisher","2","0.3146"
"4557","Fairfax","2","0.6493"
"4557","Fisher","2","0.3507"
"4558","Fairfax","1","1.0000"
"4559","Fisher","2","0.0261"
"4559","Fairfax","2","0.9739"
"4560","Fairfax","2","0.9171"
"4560","Fisher","2","0.0829"
"4561","Fairfax","1","1.0000"
"4562","Fairfax","2","0.9295"
"4562","Wide Bay","2","0.0705"
"4563","Wide Bay","1","1.0000"
"4564","Fairfax","1","1.0000"
"4565","Wide Bay","1","1.0000"
"4566","Wide Bay","1","1.0000"
"4567","Wide Bay","1","1.0000"
"4568","Wide Bay","1","1.0000"
"4569","Wide Bay","1","1.0000"
"4570","Wide Bay","1","1.0000"
"4571","Wide Bay","1","1.0000"
"4572","Fisher","2","0.9051"
"4572","Fairfax","2","0.0949"
"4573","Fairfax","2","0.6771"
"4573","Wide Bay","2","0.3229"
"4574","Fisher","3","0.0478"
"4574","Fairfax","3","0.9016"
"4574","Wide Bay","3","0.0506"
"4575","Fisher","1","1.0000"
"4580","Wide Bay","1","1.0000"
"4581","Wide Bay","1","1.0000"
"4600","Wide Bay","1","1.0000"
"4601","Wide Bay","1","1.0000"
"4605","Wide Bay","2","0.9774"
"4605","Flynn","2","0.0226"
"4606","Flynn","1","1.0000"
"4608","Flynn","2","0.7440"
"4608","Maranoa","2","0.2560"
"4610","Maranoa","2","0.8496"
"4610","Flynn","2","0.1504"
"4611","Flynn","1","1.0000"
"4612","Flynn","1","1.0000"
"4613","Flynn","1","1.0000"
"4614","Maranoa","1","1.0000"
"4615","Maranoa","2","0.9055"
"4615","Wide Bay","2","0.0945"
"4620","Wide Bay","1","1.0000"
"4621","Flynn","2","0.8069"
"4621","Wide Bay","2","0.1931"
"4625","Flynn","1","1.0000"
"4626","Flynn","2","0.9350"
"4626","Maranoa","2","0.0650"
"4627","Flynn","1","1.0000"
"4630","Flynn","1","1.0000"
"4650","Wide Bay","2","0.8790"
"4650","Hinkler","2","0.1210"
"4655","Hinkler","2","0.6832"
"4655","Wide Bay","2","0.3168"
"4659","Wide Bay","2","0.2890"
"4659","Hinkler","2","0.7110"
"4660","Hinkler","1","1.0000"
"4662","Hinkler","2","0.9767"
"4662","Wide Bay","2","0.0233"
"4670","Flynn","2","0.5649"
"4670","Hinkler","2","0.4351"
"4671","Flynn","2","0.9062"
"4671","Hinkler","2","0.0938"
"4673","Flynn","1","1.0000"
"4674","Flynn","1","1.0000"
"4676","Flynn","1","1.0000"
"4677","Flynn","1","1.0000"
"4678","Flynn","1","1.0000"
"4680","Flynn","1","1.0000"
"4694","Flynn","1","1.0000"
"4695","Flynn","1","1.0000"
"4697","Flynn","1","1.0000"
"4699","Flynn","1","1.0000"
"4700","Capricornia","2","0.7393"
"4700","Flynn","2","0.2607"
"4701","Capricornia","1","1.0000"
"4702","Capricornia","2","0.1393"
"4702","Flynn","2","0.8607"
"4703","Capricornia","1","1.0000"
"4704","Capricornia","1","1.0000"
"4705","Capricornia","1","1.0000"
"4706","Capricornia","1","1.0000"
"4707","Capricornia","1","1.0000"
"4709","Flynn","1","1.0000"
"4710","Capricornia","1","1.0000"
"4711","Capricornia","1","1.0000"
"4712","Flynn","1","1.0000"
"4713","Flynn","1","1.0000"
"4714","Flynn","1","1.0000"
"4715","Flynn","1","1.0000"
"4716","Flynn","1","1.0000"
"4717","Flynn","1","1.0000"
"4718","Flynn","1","1.0000"
"4719","Flynn","1","1.0000"
"4720","Flynn","1","1.0000"
"4721","Capricornia","2","0.9223"
"4721","Flynn","2","0.0777"
"4722","Flynn","1","1.0000"
"4723","Flynn","1","1.0000"
"4724","Maranoa","1","1.0000"
"4725","Maranoa","1","1.0000"
"4726","Maranoa","1","1.0000"
"4727","Maranoa","1","1.0000"
"4728","Maranoa","1","1.0000"
"4730","Maranoa","1","1.0000"
"4731","Maranoa","1","1.0000"
"4732","Maranoa","1","1.0000"
"4733","Maranoa","1","1.0000"
"4735","Maranoa","1","1.0000"
"4736","Maranoa","1","1.0000"
"4737","Capricornia","1","1.0000"
"4738","Capricornia","1","1.0000"
"4739","Capricornia","1","1.0000"
"4740","Dawson","2","0.6122"
"4740","Capricornia","2","0.3878"
"4741","Capricornia","2","0.7586"
"4741","Dawson","2","0.2414"
"4742","Capricornia","1","1.0000"
"4743","Capricornia","1","1.0000"
"4744","Capricornia","1","1.0000"
"4745","Capricornia","2","0.9515"
"4745","Flynn","2","0.0485"
"4746","Capricornia","1","1.0000"
"4750","Dawson","1","1.0000"
"4751","Capricornia","1","1.0000"
"4753","Capricornia","1","1.0000"
"4754","Capricornia","1","1.0000"
"4756","Capricornia","1","1.0000"
"4757","Capricornia","1","1.0000"
"4798","Dawson","1","1.0000"
"4799","Dawson","1","1.0000"
"4800","Dawson","1","1.0000"
"4801","Dawson","1","1.0000"
"4802","Dawson","1","1.0000"
"4803","Dawson","1","1.0000"
"4804","Capricornia","1","1.0000"
"4805","Dawson","2","0.8831"
"4805","Capricornia","2","0.1169"
"4806","Dawson","1","1.0000"
"4807","Kennedy","2","0.7316"
"4807","Dawson","2","0.2684"
"4808","Dawson","1","1.0000"
"4809","Dawson","2","0.8096"
"4809","Kennedy","2","0.1904"
"4810","Dawson","2","0.7791"
"4810","Herbert","2","0.2209"
"4811","Kennedy","3","0.5451"
"4811","Dawson","3","0.4069"
"4811","Herbert","3","0.0480"
"4812","Herbert","1","1.0000"
"4814","Dawson","2","0.1286"
"4814","Herbert","2","0.8714"
"4815","Kennedy","2","0.9596"
"4815","Herbert","2","0.0404"
"4816","Kennedy","1","1.0000"
"4817","Kennedy","2","0.7750"
"4817","Herbert","2","0.2250"
"4818","Herbert","2","0.8777"
"4818","Kennedy","2","0.1223"
"4819","Herbert","1","1.0000"
"4820","Kennedy","2","0.8695"
"4820","Capricornia","2","0.1305"
"4821","Kennedy","1","1.0000"
"4822","Kennedy","1","1.0000"
"4823","Kennedy","2","0.9645"
"4823","Maranoa","2","0.0355"
"4824","Kennedy","1","1.0000"
"4825","Kennedy","2","0.8006"
"4825","Lingiari","2","0.1994"
"4828","Kennedy","1","1.0000"
"4829","Maranoa","2","0.5562"
"4829","Kennedy","2","0.4438"
"4830","Kennedy","1","1.0000"
"4849","Kennedy","1","1.0000"
"4850","Kennedy","1","1.0000"
"4852","Kennedy","1","1.0000"
"4854","Kennedy","1","1.0000"
"4855","Kennedy","1","1.0000"
"4856","Kennedy","1","1.0000"
"4858","Kennedy","1","1.0000"
"4859","Kennedy","1","1.0000"
"4860","Kennedy","1","1.0000"
"4861","Kennedy","1","1.0000"
"4865","Kennedy","1","1.0000"
"4868","Leichhardt","1","1.0000"
"4869","Kennedy","2","0.7786"
"4869","Leichhardt","2","0.2214"
"4870","Leichhardt","2","0.5427"
"4870","Kennedy","2","0.4573"
"4871","Kennedy","2","0.9229"
"4871","Leichhardt","2","0.0771"
"4872","Kennedy","1","1.0000"
"4873","Leichhardt","1","1.0000"
"4874","Leichhardt","1","1.0000"
"4875","Leichhardt","1","1.0000"
"4876","Leichhardt","1","1.0000"
"4877","Leichhardt","1","1.0000"
"4878","Leichhardt","1","1.0000"
"4879","Leichhardt","1","1.0000"
"4880","Kennedy","1","1.0000"
"4881","Leichhardt","2","0.5525"
"4881","Kennedy","2","0.4475"
"4882","Kennedy","1","1.0000"
"4883","Kennedy","1","1.0000"
"4884","Kennedy","1","1.0000"
"4885","Kennedy","1","1.0000"
"4886","Kennedy","1","1.0000"
"4887","Kennedy","1","1.0000"
"4888","Kennedy","1","1.0000"
"4890","Kennedy","1","1.0000"
"4891","Kennedy","1","1.0000"
"4892","Leichhardt","2","0.7219"
"4892","Kennedy","2","0.2781"
"4895","Leichhardt","1","1.0000"
"5000","Adelaide","1","1.0000"
"5005","Adelaide","1","1.0000"
"5006","Adelaide","1","1.0000"
"5007","Adelaide","3","0.6606"
"5007","Hindmarsh","3","0.1731"
"5007","Port Adelaide","3","0.1662"
"5008","Adelaide","2","0.6356"
"5008","Port Adelaide","2","0.3644"
"5009","Port Adelaide","2","0.9211"
"5009","Hindmarsh","2","0.0789"
"5010","Port Adelaide","1","1.0000"
"5011","Port Adelaide","1","1.0000"
"5012","Port Adelaide","1","1.0000"
"5013","Port Adelaide","1","1.0000"
"5014","Port Adelaide","1","1.0000"
"5015","Port Adelaide","1","1.0000"
"5016","Port Adelaide","1","1.0000"
"5017","Port Adelaide","1","1.0000"
"5018","Port Adelaide","1","1.0000"
"5019","Port Adelaide","2","0.5135"
"5019","Hindmarsh","2","0.4865"
"5020","Hindmarsh","1","1.0000"
"5021","Hindmarsh","1","1.0000"
"5022","Hindmarsh","1","1.0000"
"5023","Port Adelaide","2","0.6357"
"5023","Hindmarsh","2","0.3643"
"5024","Hindmarsh","1","1.0000"
"5025","Hindmarsh","1","1.0000"
"5031","Adelaide","2","0.5197"
"5031","Hindmarsh","2","0.4803"
"5032","Hindmarsh","1","1.0000"
"5033","Hindmarsh","1","1.0000"
"5034","Adelaide","1","1.0000"
"5035","Adelaide","1","1.0000"
"5037","Hindmarsh","1","1.0000"
"5038","Hindmarsh","1","1.0000"
"5039","Hindmarsh","2","0.5052"
"5039","Boothby","2","0.4948"
"5040","Hindmarsh","1","1.0000"
"5041","Boothby","1","1.0000"
"5042","Boothby","1","1.0000"
"5043","Hindmarsh","2","0.5049"
"5043","Boothby","2","0.4951"
"5044","Boothby","2","0.2457"
"5044","Hindmarsh","2","0.7543"
"5045","Hindmarsh","1","1.0000"
"5046","Boothby","1","1.0000"
"5047","Boothby","1","1.0000"
"5048","Boothby","1","1.0000"
"5049","Boothby","2","0.9675"
"5049","Kingston","2","0.0325"
"5050","Boothby","1","1.0000"
"5051","Boothby","2","0.8646"
"5051","Mayo","2","0.1354"
"5052","Boothby","1","1.0000"
"5061","Adelaide","1","1.0000"
"5062","Boothby","1","1.0000"
"5063","Adelaide","2","0.7287"
"5063","Sturt","2","0.2713"
"5064","Sturt","2","0.7795"
"5064","Boothby","2","0.2205"
"5065","Sturt","2","0.6062"
"5065","Adelaide","2","0.3938"
"5066","Sturt","1","1.0000"
"5067","Sturt","2","0.1436"
"5067","Adelaide","2","0.8564"
"5068","Sturt","1","1.0000"
"5069","Adelaide","1","1.0000"
"5070","Sturt","2","0.7944"
"5070","Adelaide","2","0.2056"
"5072","Mayo","2","0.5566"
"5072","Sturt","2","0.4434"
"5073","Sturt","2","0.8642"
"5073","Mayo","2","0.1358"
"5074","Sturt","1","1.0000"
"5075","Sturt","1","1.0000"
"5076","Sturt","2","0.5817"
"5076","Mayo","2","0.4183"
"5081","Adelaide","1","1.0000"
"5082","Adelaide","1","1.0000"
