"SA1_CODE_2016","district","proportion_in_district"
2104233,South Barwon,1
2104234,South Barwon,1
2104235,South Barwon,1
2104236,South Barwon,1
2104237,South Barwon,1
2104238,South Barwon,1
2104239,South Barwon,1
2104240,South Barwon,1
2104242,South Barwon,1
2104243,South Barwon,1
2104244,South Barwon,1
2104245,South Barwon,1
2104246,South Barwon,1
2104247,South Barwon,1
2104248,South Barwon,1
2104249,South Barwon,1
2104301,Lara,1
2104302,Lara,1
2104303,Lara,1
2104304,Lara,1
2104305,Lara,1
2104306,Lara,1
2104307,Lara,1
2104308,Lara,1
2104309,Lara,1
2104310,Lara,1
2104311,Lara,1
2104312,Lara,1
2104313,Lara,1
2104314,Lara,1
2104315,Lara,1
2104316,Lara,1
2104317,Lara,1
2104318,Lara,1
2104319,Lara,1
2104320,Lara,1
2104321,Lara,1
2104322,Lara,1
2104324,Lara,1
2104325,Lara,1
2104326,Lara,1
2104327,Lara,1
2104329,Lara,1
2104330,Lara,1
2104331,Lara,1
2104332,Lara,1
2104333,Lara,1
2104334,Lara,1
2104335,Lara,1
2104337,Lara,1
2104338,Lara,1
2104339,Lara,1
2104340,Lara,1
2104341,Lara,1
2104342,Lara,1
2104343,Lara,1
2104344,Lara,1
2104401,Bellarine,1
2104402,Bellarine,1
2104403,Bellarine,1
2104404,Bellarine,1
2104405,Bellarine,1
2104406,Bellarine,1
2104407,Bellarine,1
2104408,Bellarine,1
2104409,Bellarine,1
2104410,Bellarine,1
2104411,Bellarine,1
2104412,Bellarine,1
2104413,Bellarine,1
2104414,Bellarine,1
2104415,Bellarine,1
2104416,Bellarine,1
2104417,Bellarine,1
2104418,Bellarine,1
2104420,Bellarine,1
2104422,Bellarine,1
2104423,Bellarine,1
2104424,Bellarine,1
2104425,Bellarine,1
2104426,Bellarine,1
2104427,Bellarine,1
2104428,Bellarine,1
2104429,Bellarine,1
2104501,Geelong,1
2104502,Geelong,1
2104503,Geelong,1
2104504,Geelong,1
2104505,Geelong,1
2104506,Geelong,1
2104507,Geelong,1
2104508,Geelong,1
2104509,Geelong,1
2104510,Geelong,1
2104511,Geelong,1
2104512,Geelong,1
2104513,Geelong,1
2104514,Geelong,1
2104515,Geelong,1
2104516,Geelong,1
2104517,Geelong,1
2104518,Geelong,1
2104519,Geelong,1
2104520,Geelong,1
2104521,Geelong,1
2104522,Geelong,1
2104523,Geelong,1
2104524,Geelong,1
2104525,Geelong,1
2104526,Geelong,1
2104527,Geelong,1
2104528,Geelong,1
2104530,Geelong,1
2104531,Geelong,1
2104532,Geelong,1
2104533,Geelong,1
2104534,Geelong,1
2104535,Geelong,1
2104536,Geelong,1
2104537,Geelong,1
2104601,Geelong,1
2104602,Geelong,1
2104603,Geelong,1
2104604,Geelong,1
2104605,Geelong,1
2104606,Geelong,1
2104607,Geelong,1
2104608,Geelong,1
2104609,Geelong,1
2104610,Geelong,1
2104611,Geelong,1
2104612,Geelong,1
2104613,Geelong,1
2104614,Geelong,1
2104615,Geelong,1
2104616,Geelong,1
2104617,Geelong,1
2104618,Geelong,1
2104619,Geelong,1
2104620,Geelong,1
2104621,Geelong,1
2104622,Geelong,1
2104623,Geelong,1
2104624,Geelong,1
2104625,Geelong,1
2104701,Lara,1
2104702,Lara,1
2104703,Lara,1
2104704,Lara,1
2104705,Lara,1
2104706,Lara,1
2104707,Lara,1
2104708,Lara,1
2104709,Lara,1
2104710,Lara,1
2104711,Lara,1
2104712,Lara,1
2104713,Lara,1
2104714,Lara,1
2104715,Lara,1
2104716,Lara,1
2104717,Lara,1
2104718,Lara,1
2104719,Lara,1
2104720,Lara,1
2104721,Lara,1
2104722,Lara,1
2104723,Lara,1
2104724,Lara,1
2104725,Lara,1
2104726,Lara,1
2104727,Lara,1
2104728,Lara,1
2104729,Lara,1
2104730,Lara,1
2104731,Lara,1
2104732,Lara,1
2104733,Geelong,0.3537
2104733,Lara,0.6463
2104734,Lara,1
2104735,Lara,1
2104736,Lara,1
2104737,Lara,1
2104738,Lara,1
2104739,Lara,1
2104740,Lara,1
2104801,Bellarine,1
2104802,Bellarine,1
2104803,Bellarine,1
2104804,Bellarine,1
2104805,Bellarine,1
2104806,Bellarine,1
2104808,Bellarine,1
2104809,Bellarine,1
2104810,Bellarine,1
2104811,Bellarine,1
2104812,Bellarine,1
2104813,Bellarine,1
2104814,Bellarine,1
2104815,Bellarine,1
2104816,Bellarine,1
2104817,Bellarine,1
2104818,Bellarine,1
2104819,Bellarine,1
2104820,Bellarine,1
2104821,Bellarine,1
2104822,Bellarine,1
2104823,Bellarine,1
2104824,Bellarine,1
2104825,Bellarine,1
2104826,Bellarine,1
2104827,Bellarine,1
2104828,Bellarine,1
2104829,Bellarine,1
2104830,Bellarine,1
2104831,Bellarine,1
2104832,Bellarine,1
2104833,Bellarine,1
2104901,Polwarth,1
2104902,Polwarth,1
2104903,Polwarth,1
2104904,Polwarth,1
2104905,Polwarth,1
2104906,Polwarth,1
2104907,Polwarth,1
2104908,Polwarth,1
2104909,Polwarth,1
2104910,Polwarth,1
2104911,Polwarth,1
2105001,Bellarine,1
2105002,Bellarine,1
2105003,Bellarine,1
2105004,Bellarine,1
2105005,Bellarine,1
2105006,Bellarine,1
2105007,Bellarine,1
2105008,Bellarine,1
2105009,Bellarine,1
2105010,Bellarine,1
2105011,Bellarine,1
2105012,Bellarine,1
2105013,Bellarine,1
2105014,Bellarine,1
2105015,Bellarine,1
2105016,Bellarine,1
2105017,Bellarine,1
2105018,Bellarine,1
2105019,Bellarine,1
2105020,Bellarine,1
2105021,Bellarine,1
2105022,Bellarine,1
2105023,Bellarine,1
2105024,Bellarine,1
2105025,Bellarine,1
2105026,Bellarine,1
2105028,Bellarine,1
2105029,Bellarine,1
2105030,Bellarine,1
2105031,Bellarine,1
2105032,Bellarine,1
2105033,Bellarine,1
2105034,Bellarine,1
2105035,Bellarine,1
2105036,Bellarine,1
2105037,Bellarine,1
2105039,Bellarine,1
2105040,Bellarine,1
2105041,South Barwon,1
2105043,South Barwon,1
2105044,Bellarine,1
2105045,Bellarine,1
2105046,Bellarine,1
2105047,Bellarine,1
2105048,Bellarine,1
2105049,Bellarine,0.7355
2105049,South Barwon,0.2645
2105050,Bellarine,1
2105051,Bellarine,1
2105101,Bellarine,1
2105102,Bellarine,1
2105103,Bellarine,1
2105104,Bellarine,1
2105105,Bellarine,1
2105106,Bellarine,1
2105107,Bellarine,1
2105108,Bellarine,1
2105109,Bellarine,1
2105110,Bellarine,1
2105111,Bellarine,1
2105112,Bellarine,1
2105113,Bellarine,1
2105114,Bellarine,1
2105115,Bellarine,1
2105116,Bellarine,1
2105117,Bellarine,1
2105201,Bellarine,1
2105202,Bellarine,1
2105203,Bellarine,1
2105204,Bellarine,1
2105205,Bellarine,1
2105206,Bellarine,1
2105207,Bellarine,1
2105208,Bellarine,1
2105209,Bellarine,1
2105210,Bellarine,1
2105211,Bellarine,1
2105301,Polwarth,1
2105302,Polwarth,1
2105303,Polwarth,1
2105304,Polwarth,1
2105305,Polwarth,1
2105306,Polwarth,1
2105307,Polwarth,1
2105308,Polwarth,1
2105309,Polwarth,1
2105310,Polwarth,1
2105311,Polwarth,1
2105312,Polwarth,1
2105313,Polwarth,1
2105314,Polwarth,1
2105315,Polwarth,1
2105317,Polwarth,1
2105318,South Barwon,1
2105319,Polwarth,1
2105320,Polwarth,1
2105321,Polwarth,1
2105322,Polwarth,1
2105323,Polwarth,1
2105324,Polwarth,1
2105325,Polwarth,1
2105326,Polwarth,1
2105327,Polwarth,1
2105328,Polwarth,1
2105329,Polwarth,1
2105330,Polwarth,1
2105331,Polwarth,1
2105333,Polwarth,1
2105334,Polwarth,1
2105335,Polwarth,1
2105336,Polwarth,1
2105337,Polwarth,1
2105338,Polwarth,1
2105401,Eildon,1
2105402,Eildon,1
2105403,Eildon,1
2105404,Eildon,1
2105405,Eildon,1
2105406,Eildon,1
2105407,Eildon,1
2105408,Eildon,1
2105409,Eildon,1
2105410,Eildon,1
2105411,Eildon,1
2105412,Eildon,1
2105413,Eildon,1
2105414,Eildon,1
2105415,Eildon,1
2105416,Eildon,1
2105417,Eildon,1
2105418,Eildon,1
2105419,Eildon,1
2105501,Euroa,1
2105502,Euroa,1
2105503,Euroa,1
2105504,Euroa,1
2105505,Euroa,1
2105506,Euroa,1
2105507,Euroa,1
2105508,Euroa,1
2105509,Euroa,1
2105510,Euroa,1
2105511,Euroa,1
2105512,Euroa,1
2105513,Euroa,1
2105514,Euroa,1
2105515,Euroa,1
2105516,Euroa,1
2105517,Euroa,1
2105519,Euroa,1
2105520,Euroa,1
2105521,Euroa,1
2105601,Euroa,1
2105602,Euroa,1
2105603,Euroa,1
2105604,Euroa,1
2105605,Euroa,1
2105606,Euroa,1
2105607,Euroa,1
2105608,Euroa,1
2105609,Euroa,1
2105610,Euroa,1
2105611,Euroa,1
2105612,Euroa,1
2105614,Euroa,1
2105615,Euroa,1
2105616,Euroa,1
2105617,Euroa,1
2105618,Euroa,1
2105619,Euroa,1
2105620,Euroa,1
2105621,Euroa,1
2105622,Euroa,1
2105623,Euroa,1
2105624,Euroa,1
2105625,Euroa,1
2105626,Euroa,1
2105627,Euroa,1
2105628,Euroa,1
2105629,Euroa,1
2105630,Euroa,1
2105631,Euroa,1
2105632,Euroa,1
2105633,Euroa,1
2105701,Eildon,1
2105702,Eildon,1
2105703,Eildon,1
2105704,Eildon,1
2105705,Eildon,1
2105706,Eildon,1
2105707,Eildon,1
2105708,Eildon,1
2105709,Eildon,1
2105710,Eildon,1
2105711,Eildon,1
2105712,Eildon,1
2105713,Eildon,1
2105714,Eildon,1
2105715,Eildon,1
2105716,Eildon,1
2105717,Eildon,1
2105718,Eildon,1
2105719,Eildon,1
2105720,Eildon,1
2105721,Eildon,0.8392
2105721,Euroa,0.1608
2105722,Eildon,1
2105801,Euroa,1
2105802,Euroa,1
2105803,Euroa,1
2105804,Euroa,1
2105805,Euroa,1
2105806,Euroa,1
2105807,Euroa,1
2105808,Euroa,1
2105809,Euroa,1
2105810,Euroa,1
2105811,Euroa,1
2105812,Euroa,1
2105813,Euroa,1
2105814,Euroa,1
2105901,Euroa,1
2105902,Euroa,1
2105903,Euroa,1
2105904,Euroa,1
2105905,Euroa,1
2105906,Euroa,1
2105907,Euroa,1
2105908,Euroa,1
2105909,Euroa,1
2105910,Euroa,1
2105911,Euroa,1
2105912,Euroa,1
2105913,Euroa,1
2105914,Euroa,1
2105915,Euroa,1
2105916,Euroa,1
2105917,Euroa,1
2106001,Euroa,1
2106002,Euroa,1
2106003,Euroa,1
2106004,Euroa,1
2106005,Euroa,1
2106006,Euroa,1
2106007,Euroa,1
2106008,Euroa,1
2106009,Euroa,1
2106010,Euroa,1
2106011,Euroa,1
2106101,Eildon,1
2106201,Eildon,1
2106202,Eildon,0.8907
2106202,Euroa,0.1093
2106203,Eildon,1
2106204,Eildon,1
2106205,Eildon,1
2106206,Eildon,1
2106207,Eildon,0.8768
2106207,Yan Yean,0.1232
2106208,Eildon,1
2106209,Eildon,1
2106210,Eildon,1
2106301,Euroa,1
2106302,Euroa,1
2106303,Euroa,1
2106304,Euroa,1
2106305,Euroa,1
2106306,Euroa,1
2106307,Euroa,1
2106308,Euroa,1
2106309,Euroa,1
2106310,Euroa,1
2106311,Euroa,1
2106312,Euroa,1
2106313,Euroa,1
2106314,Euroa,1
2106315,Euroa,1
2106316,Euroa,1
2106317,Euroa,1
2106318,Euroa,1
2106319,Euroa,1
2106320,Euroa,1
2106321,Euroa,1
2106322,Euroa,1
2106323,Euroa,1
2106324,Euroa,1
2106325,Euroa,1
2106326,Euroa,1
2106327,Euroa,1
2106328,Euroa,1
2106329,Euroa,1
2106401,Euroa,1
2106402,Euroa,1
2106403,Euroa,0.7871
2106403,Shepparton,0.2129
2106404,Euroa,1
2106405,Eildon,0.0542
2106405,Euroa,0.9458
2106406,Euroa,1
2106407,Euroa,1
2106408,Euroa,1
2106409,Euroa,1
2106501,Benambra,1
2106502,Benambra,1
2106503,Benambra,1
2106504,Benambra,1
2106505,Benambra,1
2106506,Benambra,1
2106507,Benambra,1
2106508,Benambra,1
2106509,Benambra,1
2106510,Benambra,1
2106511,Benambra,1
2106601,Ovens Valley,1
2106602,Ovens Valley,1
2106603,Ovens Valley,1
2106604,Ovens Valley,1
2106605,Ovens Valley,1
2106607,Ovens Valley,1
2106608,Ovens Valley,1
2106609,Ovens Valley,1
2106610,Ovens Valley,1
2106611,Ovens Valley,1
2106612,Ovens Valley,1
2106613,Ovens Valley,1
2106614,Ovens Valley,1
2106615,Ovens Valley,1
2106616,Ovens Valley,1
2106617,Ovens Valley,1
2106618,Ovens Valley,1
2106619,Ovens Valley,1
2106620,Ovens Valley,1
2106621,Ovens Valley,1
2106622,Ovens Valley,1
2106623,Ovens Valley,1
2106624,Ovens Valley,1
2106625,Ovens Valley,1
2106626,Ovens Valley,1
2106627,Ovens Valley,1
2106628,Ovens Valley,1
2106629,Ovens Valley,1
2106630,Ovens Valley,1
2106631,Ovens Valley,1
2106632,Ovens Valley,1
2106633,Ovens Valley,1
2106634,Ovens Valley,1
2106635,Ovens Valley,1
2106636,Ovens Valley,1
2106637,Ovens Valley,1
2106638,Ovens Valley,1
2106639,Ovens Valley,1
2106641,Ovens Valley,1
2106642,Ovens Valley,1
2106643,Ovens Valley,1
2106644,Ovens Valley,1
2106645,Ovens Valley,1
2106646,Ovens Valley,1
2106647,Ovens Valley,1
2106648,Ovens Valley,1
2106649,Ovens Valley,1
2106650,Ovens Valley,1
2106651,Ovens Valley,1
2106701,Ovens Valley,1
2106702,Ovens Valley,1
2106703,Ovens Valley,1
2106704,Ovens Valley,1
2106705,Ovens Valley,1
2106706,Ovens Valley,1
2106707,Ovens Valley,1
2106708,Ovens Valley,1
2106709,Ovens Valley,1
2106710,Ovens Valley,1
2106711,Ovens Valley,1
2106712,Ovens Valley,1
2106713,Ovens Valley,1
2106714,Ovens Valley,1
2106715,Ovens Valley,1
2106716,Ovens Valley,1
2106717,Ovens Valley,1
2106718,Ovens Valley,1
2106719,Ovens Valley,1
2106720,Ovens Valley,1
2106721,Ovens Valley,1
2106722,Ovens Valley,1
2106723,Ovens Valley,1
2106724,Ovens Valley,1
2106725,Ovens Valley,1
2106726,Ovens Valley,1
2106727,Ovens Valley,1
2106728,Ovens Valley,1
2106729,Ovens Valley,1
2106730,Ovens Valley,1
2106731,Ovens Valley,1
2106801,Benambra,1
2106802,Benambra,1
2106803,Benambra,1
2106804,Benambra,1
2106805,Benambra,1
2106806,Benambra,1
2106807,Benambra,1
2106808,Benambra,1
2106809,Benambra,1
2106810,Benambra,1
2106811,Benambra,1
2106812,Benambra,1
2106901,Ovens Valley,1
2106902,Ovens Valley,1
2106903,Ovens Valley,1
2106904,Ovens Valley,1
2106905,Ovens Valley,1
2106906,Ovens Valley,1
2106907,Ovens Valley,1
2106908,Ovens Valley,1
2106909,Ovens Valley,1
2106910,Ovens Valley,1
2106911,Ovens Valley,1
2106912,Ovens Valley,1
2106913,Ovens Valley,1
2106914,Ovens Valley,1
2106915,Ovens Valley,1
2106916,Ovens Valley,1
2106917,Ovens Valley,1
2106918,Ovens Valley,1
2106919,Ovens Valley,1
2106920,Ovens Valley,1
2106921,Ovens Valley,1
2106922,Ovens Valley,1
2106923,Ovens Valley,1
2106924,Ovens Valley,1
2106925,Ovens Valley,1
2106926,Ovens Valley,1
2106927,Ovens Valley,1
2106928,Ovens Valley,1
2106929,Ovens Valley,1
2106930,Ovens Valley,1
2106931,Ovens Valley,1
2107001,Benambra,1
2107002,Benambra,1
2107003,Benambra,1
2107004,Benambra,1
2107005,Benambra,1
2107006,Benambra,1
2107007,Benambra,1
2107008,Benambra,1
2107009,Benambra,1
2107101,Ovens Valley,1
2107102,Ovens Valley,1
2107103,Ovens Valley,1
2107104,Ovens Valley,1
2107105,Ovens Valley,1
2107106,Ovens Valley,1
2107107,Ovens Valley,1
2107108,Ovens Valley,1
2107109,Ovens Valley,1
2107110,Ovens Valley,1
2107111,Ovens Valley,1
2107112,Ovens Valley,1
2107113,Ovens Valley,1
2107114,Ovens Valley,1
2107115,Ovens Valley,1
2107201,Benambra,1
2107202,Benambra,1
2107203,Benambra,1
2107204,Benambra,1
2107205,Benambra,1
2107206,Benambra,1
2107207,Benambra,1
2107208,Benambra,1
2107209,Benambra,1
2107210,Benambra,1
2107211,Benambra,1
2107212,Benambra,1
2107213,Benambra,1
2107214,Benambra,1
2107215,Benambra,1
2107216,Benambra,1
2107217,Benambra,1
2107218,Benambra,1
2107219,Benambra,1
2107220,Benambra,1
2107301,Benambra,1
2107302,Benambra,1
2107303,Benambra,1
2107304,Benambra,1
2107305,Benambra,1
2107306,Benambra,1
2107307,Benambra,1
2107308,Benambra,1
2107309,Benambra,1
2107310,Benambra,1
2107311,Benambra,1
2107312,Benambra,1
2107313,Benambra,1
2107314,Benambra,1
2107315,Benambra,1
2107316,Benambra,1
2107317,Benambra,1
2107318,Benambra,1
2107321,Benambra,1
2107322,Benambra,1
2107323,Benambra,1
2107324,Benambra,1
2107325,Benambra,1
2107326,Benambra,1
2107327,Benambra,1
2107328,Benambra,1
2107329,Benambra,1
2107330,Benambra,1
2107331,Benambra,1
2107332,Benambra,1
2107333,Benambra,1
2107334,Benambra,1
2107335,Benambra,1
2107336,Benambra,1
2107337,Benambra,1
2107338,Benambra,1
2107339,Benambra,1
2107401,Benambra,1
2107403,Benambra,1
2107404,Benambra,1
2107406,Benambra,1
2107407,Benambra,1
2107408,Benambra,1
2107409,Benambra,1
2107410,Benambra,1
2107411,Benambra,1
2107412,Benambra,1
2107413,Benambra,1
2107414,Benambra,1
2107415,Benambra,1
2107416,Benambra,1
2107417,Benambra,1
2107418,Benambra,1
2107419,Benambra,1
2107420,Benambra,1
2107421,Benambra,1
2107422,Benambra,1
2107423,Benambra,1
2107424,Benambra,1
2107425,Benambra,1
2107426,Benambra,1
2107427,Benambra,1
2107428,Benambra,1
2107429,Benambra,1
2107430,Benambra,1
2107431,Benambra,1
2107432,Benambra,1
2107433,Benambra,1
2107434,Benambra,1
2107435,Benambra,1
2107436,Benambra,1
2107437,Benambra,1
2107438,Benambra,1
2107439,Benambra,1
2107440,Benambra,1
2107441,Benambra,1
2107442,Benambra,1
2107443,Benambra,1
2107444,Benambra,1
2107445,Benambra,1
2107446,Benambra,1
2107447,Benambra,1
2107448,Benambra,1
2107449,Benambra,1
2107450,Benambra,1
2107451,Benambra,1
2107452,Benambra,1
2107453,Benambra,1
2107454,Benambra,1
2107455,Benambra,1
2107456,Benambra,1
2107457,Benambra,1
2107458,Benambra,1
2107459,Benambra,1
2107460,Benambra,1
2107461,Benambra,1
2107501,Benambra,1
2107502,Benambra,1
2107503,Benambra,1
2107504,Benambra,1
2107505,Benambra,1
2107506,Benambra,1
2107507,Benambra,1
2107508,Benambra,1
2107509,Benambra,1
2107510,Benambra,0.8869
2107510,Ovens Valley,0.1131
2107511,Benambra,1
2107512,Benambra,1
2107601,Narracan,1
2107603,Narracan,1
2107604,Narracan,1
2107605,Narracan,1
2107607,Narracan,1
2107608,Narracan,1
2107609,Narracan,1
2107610,Narracan,1
2107611,Narracan,1
2107612,Narracan,1
2107613,Narracan,1
2107614,Narracan,1
2107615,Narracan,1
2107616,Narracan,1
2107617,Narracan,1
2107618,Narracan,1
2107619,Narracan,1
2107620,Narracan,1
2107621,Narracan,1
2107622,Narracan,1
2107623,Narracan,1
2107624,Narracan,1
2107625,Narracan,1
2107626,Narracan,1
2107627,Narracan,1
2107628,Narracan,1
2107629,Narracan,1
2107630,Narracan,1
2107631,Narracan,1
2107632,Narracan,1
2107633,Narracan,1
2107635,Narracan,1
2107636,Narracan,1
2107637,Narracan,1
2107638,Narracan,1
2107701,Narracan,1
2107702,Narracan,1
2107703,Narracan,1
2107704,Narracan,1
2107705,Narracan,1
2107706,Narracan,1
2107707,Narracan,1
2107708,Narracan,1
2107709,Narracan,1
2107710,Narracan,1
2107711,Narracan,1
2107712,Narracan,1
2107713,Narracan,1
2107714,Narracan,1
2107715,Narracan,1
2107716,Narracan,1
2107717,Narracan,1
2107718,Narracan,1
2107719,Morwell,0.3212
2107719,Narracan,0.6788
2107720,Narracan,1
2107721,Narracan,1
2107722,Narracan,1
2107801,Narracan,1
2107802,Narracan,1
2107803,Narracan,1
2107804,Morwell,0.1286
2107804,Narracan,0.8714
2107805,Narracan,1
2107806,Narracan,1
2107807,Narracan,1
2107808,Narracan,1
2107809,Narracan,1
2107810,Narracan,1
2107811,Narracan,1
2107812,Narracan,1
2107813,Narracan,1
2107814,Narracan,1
2107815,Narracan,1
2107816,Gippsland South,0.1748
2107816,Narracan,0.8252
2107817,Narracan,1
2107818,Narracan,1
2107819,Narracan,1
2107820,Narracan,1
2107821,Narracan,1
2107901,Narracan,1
2107902,Narracan,1
2107903,Narracan,1
2107904,Narracan,1
2107905,Narracan,1
2107906,Narracan,1
2107907,Narracan,1
2107908,Narracan,1
2107909,Narracan,1
2107910,Narracan,1
2107911,Narracan,1
2107912,Narracan,1
2107913,Narracan,1
2107914,Narracan,1
2107915,Narracan,1
2107916,Narracan,1
2107917,Narracan,1
2107918,Narracan,1
2107919,Narracan,1
2107920,Narracan,1
2107921,Narracan,1
2107922,Narracan,1
2107923,Narracan,1
2107924,Narracan,1
2107925,Narracan,1
2107926,Narracan,1
2107927,Narracan,1
2107928,Narracan,1
2107929,Narracan,1
2107930,Narracan,1
2107931,Narracan,1
2107932,Narracan,1
2107933,Narracan,1
2107935,Narracan,1
2107936,Narracan,1
2107938,Narracan,1
2107939,Narracan,1
2107940,Narracan,1
2107941,Narracan,1
2107942,Narracan,1
2107943,Narracan,1
2107944,Narracan,1
2107945,Narracan,1
2108001,Gippsland East,1
2108101,Gippsland East,1
2108104,Gippsland East,1
2108105,Gippsland East,1
2108106,Gippsland East,1
2108107,Gippsland East,1
2108109,Gippsland East,1
2108110,Gippsland East,1
2108111,Gippsland East,1
2108112,Gippsland East,1
2108113,Gippsland East,1
2108114,Gippsland East,1
2108115,Gippsland East,1
2108116,Gippsland East,1
2108117,Gippsland East,1
2108118,Gippsland East,1
2108119,Gippsland East,1
2108120,Gippsland East,1
2108121,Gippsland East,1
2108122,Gippsland East,1
2108123,Gippsland East,1
2108124,Gippsland East,1
2108125,Gippsland East,1
2108126,Gippsland East,1
2108127,Gippsland East,1
2108128,Gippsland East,1
2108129,Gippsland East,1
2108130,Gippsland East,1
2108131,Gippsland East,1
2108132,Gippsland East,1
2108133,Gippsland East,1
2108134,Gippsland East,1
2108135,Gippsland East,1
2108136,Gippsland East,1
2108137,Gippsland East,1
2108138,Gippsland East,1
2108139,Gippsland East,1
2108201,Gippsland East,1
2108202,Gippsland East,1
2108203,Gippsland East,1
2108204,Gippsland East,1
2108205,Gippsland East,1
2108206,Gippsland East,1
2108207,Gippsland East,1
2108208,Gippsland East,1
2108209,Gippsland East,1
2108210,Gippsland East,1
2108211,Gippsland East,1
2108212,Gippsland East,1
2108213,Gippsland East,1
2108214,Gippsland East,1
2108215,Gippsland East,1
2108216,Gippsland East,1
2108217,Gippsland East,1
2108218,Gippsland East,1
2108219,Gippsland East,1
2108220,Gippsland East,1
2108221,Gippsland East,1
2108222,Gippsland East,1
2108223,Gippsland East,1
2108224,Gippsland East,1
2108225,Gippsland East,1
2108301,Gippsland East,1
2108401,Gippsland East,1
2108402,Gippsland East,1
2108403,Gippsland East,1
2108404,Gippsland East,1
2108405,Gippsland East,1
2108406,Gippsland East,1
2108407,Gippsland East,1
2108408,Gippsland East,1
2108409,Gippsland East,1
2108410,Gippsland East,1
2108411,Gippsland East,1
2108412,Gippsland East,1
2108413,Gippsland East,1
2108414,Gippsland East,1
2108415,Gippsland East,1
2108416,Gippsland East,1
2108417,Gippsland East,1
2108418,Gippsland East,1
2108419,Gippsland East,1
2108420,Gippsland East,1
2108421,Gippsland East,1
2108422,Gippsland East,1
2108423,Gippsland East,1
2108424,Gippsland East,1
2108425,Gippsland East,1
2108426,Gippsland East,1
2108427,Gippsland East,1
2108428,Gippsland East,1
2108501,Gippsland East,1
2108502,Gippsland East,1
2108503,Gippsland East,1
2108504,Gippsland East,1
2108505,Gippsland East,1
2108506,Gippsland East,1
2108507,Gippsland East,1
2108508,Gippsland East,1
2108509,Gippsland East,1
2108510,Gippsland East,1
2108511,Gippsland East,1
2108512,Gippsland East,1
2108513,Gippsland East,1
2108514,Gippsland East,1
2108515,Gippsland East,1
2108516,Gippsland East,1
2108517,Gippsland East,1
2108518,Gippsland East,1
2108519,Gippsland East,1
2108520,Gippsland East,1
2108521,Gippsland East,1
2108522,Gippsland East,1
2108601,Gippsland East,1
2108602,Gippsland East,1
2108603,Gippsland East,1
2108604,Gippsland East,1
2108605,Gippsland East,1
2108606,Gippsland East,1
2108607,Gippsland East,1
2108608,Gippsland East,1
2108609,Gippsland East,1
2108610,Gippsland East,1
2108611,Gippsland East,1
2108612,Gippsland East,1
2108613,Gippsland East,1
2108614,Gippsland East,1
2108615,Gippsland East,1
2108616,Gippsland East,1
2108617,Gippsland East,1
2108701,Gippsland South,1
2108702,Gippsland South,1
2108703,Gippsland South,1
2108704,Gippsland South,1
2108705,Gippsland South,1
2108706,Gippsland South,1
2108707,Gippsland South,1
2108708,Gippsland South,1
2108709,Gippsland South,1
2108710,Gippsland South,1
2108711,Gippsland South,1
2108712,Gippsland South,1
2108713,Gippsland South,1
2108714,Gippsland South,1
2108715,Gippsland South,1
2108716,Gippsland South,1
2108717,Gippsland South,1
2108718,Gippsland South,1
2108719,Gippsland South,1
2108720,Gippsland South,1
2108721,Gippsland South,1
2108722,Gippsland South,1
2108723,Gippsland South,1
2108724,Gippsland South,1
2108725,Gippsland South,1
2108801,Hastings,1
2108901,Gippsland South,1
2108902,Gippsland South,1
2108903,Gippsland South,1
2108904,Gippsland South,1
