"SA1_CODE_2016","district","proportion_in_district"
2126921,Glen Waverley,0.0232
2126921,Ringwood,0.9768
2126922,Glen Waverley,1
2127001,Ringwood,1
2127002,Ringwood,1
2127003,Ringwood,1
2127004,Ringwood,1
2127005,Ringwood,1
2127006,Ringwood,1
2127007,Ringwood,1
2127008,Ringwood,1
2127009,Ringwood,1
2127010,Ringwood,1
2127011,Ringwood,1
2127012,Ringwood,1
2127013,Ringwood,1
2127014,Ringwood,1
2127015,Ringwood,1
2127016,Ringwood,1
2127017,Ringwood,1
2127018,Ringwood,1
2127019,Ringwood,1
2127020,Ringwood,1
2127021,Ringwood,1
2127022,Ringwood,1
2127023,Ringwood,1
2127024,Ringwood,1
2127025,Ringwood,1
2127026,Ringwood,1
2127027,Ringwood,1
2127028,Ringwood,1
2127029,Ringwood,1
2127030,Ringwood,1
2127031,Ringwood,1
2127032,Ringwood,1
2127033,Ringwood,1
2127034,Ringwood,1
2127035,Ringwood,1
2127036,Ringwood,1
2127037,Ringwood,1
2127038,Ringwood,1
2127039,Ringwood,1
2127040,Ringwood,1
2127101,Ringwood,1
2127102,Ringwood,1
2127103,Ringwood,1
2127104,Ringwood,1
2127105,Ringwood,1
2127106,Ringwood,1
2127107,Ringwood,1
2127108,Ringwood,0.9668
2127108,Warrandyte,0.0332
2127109,Ringwood,1
2127110,Ringwood,1
2127111,Ringwood,1
2127112,Ringwood,1
2127113,Ringwood,1
2127114,Ringwood,1
2127115,Ringwood,1
2127116,Ringwood,1
2127117,Ringwood,1
2127118,Ringwood,1
2127119,Ringwood,1
2127120,Ringwood,1
2127121,Ringwood,1
2127122,Ringwood,1
2127123,Ringwood,1
2127124,Ringwood,1
2127125,Ringwood,1
2127126,Ringwood,1
2127127,Ringwood,1
2127128,Ringwood,1
2127129,Ringwood,1
2127201,Glen Waverley,1
2127202,Glen Waverley,1
2127203,Glen Waverley,0.0468
2127203,Ringwood,0.9532
2127204,Ringwood,1
2127205,Ringwood,1
2127206,Glen Waverley,0.0239
2127206,Ringwood,0.9761
2127207,Glen Waverley,0.0314
2127207,Ringwood,0.9686
2127208,Glen Waverley,1
2127209,Glen Waverley,1
2127210,Glen Waverley,1
2127211,Glen Waverley,1
2127212,Glen Waverley,1
2127213,Glen Waverley,1
2127214,Glen Waverley,1
2127215,Glen Waverley,1
2127216,Glen Waverley,1
2127217,Glen Waverley,1
2127218,Glen Waverley,1
2127219,Glen Waverley,1
2127220,Glen Waverley,1
2127221,Glen Waverley,1
2127222,Glen Waverley,1
2127223,Glen Waverley,1
2127224,Glen Waverley,1
2127225,Glen Waverley,0.02
2127225,Ringwood,0.98
2127301,Glen Waverley,1
2127302,Glen Waverley,1
2127303,Glen Waverley,1
2127304,Glen Waverley,1
2127305,Glen Waverley,1
2127306,Glen Waverley,1
2127307,Glen Waverley,1
2127308,Glen Waverley,1
2127309,Glen Waverley,1
2127310,Glen Waverley,1
2127311,Glen Waverley,1
2127312,Glen Waverley,1
2127313,Glen Waverley,1
2127314,Glen Waverley,1
2127315,Glen Waverley,1
2127316,Glen Waverley,1
2127317,Glen Waverley,1
2127318,Glen Waverley,1
2127319,Glen Waverley,1
2127320,Glen Waverley,1
2127321,Glen Waverley,1
2127322,Glen Waverley,1
2127323,Glen Waverley,1
2127324,Glen Waverley,1
2127325,Glen Waverley,1
2127326,Glen Waverley,1
2127327,Glen Waverley,1
2127328,Glen Waverley,1
2127329,Glen Waverley,1
2127330,Glen Waverley,1
2127401,Monbulk,1
2127402,Monbulk,1
2127403,Monbulk,1
2127404,Monbulk,1
2127405,Monbulk,1
2127406,Monbulk,1
2127407,Monbulk,1
2127408,Monbulk,1
2127409,Monbulk,1
2127410,Monbulk,1
2127411,Monbulk,1
2127412,Monbulk,1
2127413,Monbulk,1
2127414,Monbulk,1
2127415,Monbulk,1
2127416,Monbulk,1
2127417,Monbulk,1
2127418,Monbulk,1
2127419,Monbulk,1
2127420,Monbulk,1
2127421,Monbulk,1
2127422,Monbulk,1
2127423,Monbulk,1
2127424,Monbulk,1
2127425,Monbulk,1
2127426,Monbulk,1
2127427,Monbulk,1
2127428,Monbulk,1
2127429,Monbulk,1
2127430,Monbulk,1
2127431,Monbulk,1
2127501,Evelyn,1
2127502,Evelyn,1
2127503,Evelyn,1
2127504,Evelyn,0.9614
2127504,Warrandyte,0.0386
2127505,Evelyn,0.9512
2127505,Warrandyte,0.0488
2127506,Warrandyte,1
2127507,Warrandyte,1
2127508,Warrandyte,1
2127509,Evelyn,0.8418
2127509,Warrandyte,0.1582
2127510,Evelyn,1
2127511,Evelyn,1
2127512,Warrandyte,1
2127513,Warrandyte,1
2127514,Warrandyte,1
2127515,Evelyn,1
2127516,Evelyn,1
2127517,Evelyn,0.2649
2127517,Warrandyte,0.7351
2127518,Evelyn,1
2127519,Evelyn,1
2127520,Warrandyte,1
2127521,Evelyn,0.4086
2127521,Warrandyte,0.5914
2127522,Warrandyte,1
2127523,Warrandyte,1
2127524,Warrandyte,1
2127525,Warrandyte,1
2127601,Eildon,1
2127602,Eildon,1
2127603,Eildon,1
2127604,Eildon,1
2127605,Eildon,1
2127606,Eildon,1
2127607,Eildon,1
2127608,Eildon,1
2127609,Eildon,1
2127610,Eildon,1
2127611,Eildon,1
2127612,Eildon,1
2127613,Eildon,1
2127614,Eildon,1
2127615,Eildon,1
2127616,Eildon,1
2127617,Eildon,1
2127618,Eildon,1
2127619,Eildon,1
2127620,Eildon,1
2127621,Eildon,1
2127622,Eildon,1
2127623,Eildon,1
2127624,Eildon,1
2127625,Eildon,1
2127626,Eildon,1
2127627,Eildon,1
2127628,Eildon,1
2127629,Eildon,1
2127630,Eildon,1
2127631,Eildon,1
2127632,Eildon,1
2127633,Eildon,1
2127634,Eildon,1
2127635,Eildon,1
2127701,Croydon,1
2127702,Croydon,1
2127703,Croydon,1
2127704,Croydon,1
2127705,Croydon,1
2127706,Croydon,1
2127707,Croydon,1
2127708,Croydon,1
2127709,Croydon,1
2127710,Croydon,1
2127711,Monbulk,1
2127712,Croydon,1
2127713,Croydon,1
2127714,Croydon,1
2127715,Croydon,1
2127716,Croydon,1
2127717,Croydon,1
2127718,Croydon,1
2127719,Croydon,1
2127720,Croydon,1
2127801,Evelyn,1
2127802,Evelyn,1
2127803,Evelyn,1
2127804,Evelyn,1
2127805,Evelyn,1
2127806,Evelyn,1
2127807,Evelyn,1
2127808,Evelyn,1
2127809,Evelyn,1
2127810,Evelyn,1
2127811,Evelyn,1
2127812,Evelyn,1
2127813,Evelyn,1
2127814,Evelyn,1
2127815,Evelyn,1
2127816,Evelyn,1
2127817,Evelyn,1
2127818,Evelyn,1
2127819,Evelyn,1
2127820,Evelyn,1
2127821,Evelyn,1
2127822,Evelyn,1
2127823,Evelyn,1
2127824,Evelyn,1
2127825,Evelyn,1
2127826,Evelyn,1
2127827,Evelyn,1
2127828,Evelyn,1
2127829,Evelyn,1
2127830,Evelyn,1
2127831,Evelyn,1
2127832,Evelyn,1
2127833,Evelyn,1
2127834,Evelyn,1
2127835,Evelyn,1
2127836,Evelyn,1
2127837,Evelyn,1
2127838,Evelyn,1
2127839,Evelyn,1
2127840,Evelyn,1
2127841,Evelyn,1
2127842,Evelyn,1
2127843,Evelyn,1
2127844,Evelyn,1
2127845,Evelyn,1
2127846,Evelyn,1
2127847,Evelyn,1
2127901,Monbulk,1
2127902,Monbulk,1
2127903,Monbulk,1
2127904,Monbulk,1
2127905,Monbulk,1
2127906,Monbulk,1
2127907,Monbulk,1
2127908,Monbulk,1
2127909,Evelyn,0.5298
2127909,Monbulk,0.4702
2127910,Monbulk,1
2127911,Monbulk,1
2127912,Monbulk,1
2127913,Monbulk,1
2127914,Monbulk,1
2128001,Evelyn,1
2128002,Evelyn,1
2128003,Evelyn,1
2128004,Evelyn,1
2128005,Evelyn,1
2128006,Evelyn,1
2128007,Evelyn,1
2128008,Evelyn,1
2128009,Evelyn,1
2128010,Evelyn,1
2128011,Evelyn,1
2128012,Evelyn,1
2128013,Monbulk,1
2128014,Evelyn,1
2128015,Evelyn,0.9616
2128015,Monbulk,0.0384
2128016,Evelyn,1
2128017,Monbulk,1
2128018,Evelyn,1
2128101,Croydon,1
2128102,Croydon,1
2128103,Croydon,1
2128104,Evelyn,1
2128105,Evelyn,1
2128106,Croydon,1
2128107,Croydon,1
2128108,Evelyn,1
2128109,Evelyn,1
2128110,Evelyn,1
2128111,Evelyn,1
2128112,Evelyn,1
2128113,Evelyn,1
2128114,Evelyn,1
2128115,Evelyn,1
2128116,Evelyn,1
2128117,Evelyn,1
2128118,Croydon,1
2128119,Evelyn,1
2128120,Evelyn,1
2128121,Evelyn,1
2128122,Evelyn,1
2128123,Evelyn,1
2128124,Evelyn,1
2128125,Evelyn,1
2128126,Evelyn,1
2128127,Evelyn,1
2128128,Evelyn,1
2128129,Evelyn,1
2128130,Evelyn,1
2128131,Evelyn,1
2128132,Evelyn,1
2128133,Evelyn,1
2128134,Evelyn,1
2128135,Croydon,0.5942
2128135,Evelyn,0.4058
2128136,Evelyn,1
2128137,Evelyn,1
2128138,Evelyn,1
2128139,Evelyn,1
2128140,Evelyn,1
2128141,Evelyn,1
2128142,Evelyn,1
2128143,Evelyn,1
2128144,Evelyn,1
2128145,Croydon,1
2128146,Evelyn,1
2128147,Croydon,1
2128201,Monbulk,1
2128202,Monbulk,1
2128203,Monbulk,1
2128204,Monbulk,1
2128205,Monbulk,1
2128206,Monbulk,1
2128207,Monbulk,1
2128208,Monbulk,1
2128209,Monbulk,1
2128210,Monbulk,1
2128211,Monbulk,1
2128212,Monbulk,1
2128213,Evelyn,0.0601
2128213,Monbulk,0.9399
2128214,Monbulk,1
2128215,Monbulk,1
2128216,Monbulk,1
2128217,Monbulk,1
2128218,Monbulk,1
2128219,Monbulk,1
2128220,Monbulk,1
2128221,Monbulk,1
2128222,Monbulk,1
2128223,Monbulk,1
2128224,Monbulk,1
2128225,Monbulk,1
2128226,Monbulk,1
2128227,Monbulk,1
2128228,Monbulk,1
2128229,Monbulk,1
2128230,Evelyn,0.042
2128230,Monbulk,0.958
2128231,Monbulk,1
2128232,Monbulk,1
2128301,Evelyn,1
2128302,Evelyn,1
2128303,Evelyn,1
2128304,Evelyn,1
2128305,Evelyn,1
2128306,Evelyn,1
2128307,Evelyn,1
2128308,Evelyn,1
2128309,Evelyn,1
2128310,Evelyn,1
2128311,Evelyn,1
2128312,Evelyn,1
2128313,Evelyn,1
2128314,Evelyn,1
2128315,Evelyn,1
2128316,Evelyn,1
2128317,Evelyn,1
2128318,Evelyn,1
2128319,Evelyn,1
2128320,Evelyn,1
2128321,Evelyn,1
2128322,Evelyn,0.9729
2128322,Monbulk,0.0271
2128323,Evelyn,1
2128324,Evelyn,1
2128325,Evelyn,1
2128326,Evelyn,1
2128401,Monbulk,1
2128402,Monbulk,1
2128403,Monbulk,1
2128404,Monbulk,1
2128405,Monbulk,1
2128406,Monbulk,1
2128407,Monbulk,1
2128408,Monbulk,1
2128409,Monbulk,1
2128410,Monbulk,1
2128411,Monbulk,1
2128412,Monbulk,1
2128413,Monbulk,1
2128414,Monbulk,1
2128415,Monbulk,1
2128416,Monbulk,1
2128417,Monbulk,1
2128418,Monbulk,1
2128419,Monbulk,1
2128420,Monbulk,1
2128421,Monbulk,1
2128422,Monbulk,1
2128423,Monbulk,1
2128424,Monbulk,1
2128425,Monbulk,1
2128426,Monbulk,1
2128427,Monbulk,1
2128501,Evelyn,1
2128502,Evelyn,1
2128503,Evelyn,1
2128504,Evelyn,1
2128505,Evelyn,1
2128506,Evelyn,1
2128507,Evelyn,1
2128508,Evelyn,1
2128509,Evelyn,1
2128510,Evelyn,1
2128511,Evelyn,1
2128512,Evelyn,1
2128513,Evelyn,1
2128514,Monbulk,1
2128515,Evelyn,1
2128516,Evelyn,1
2128517,Monbulk,1
2128518,Evelyn,1
2128519,Evelyn,1
2128520,Evelyn,1
2128521,Evelyn,1
2128522,Evelyn,1
2128523,Evelyn,0.4261
2128523,Monbulk,0.5739
2128524,Evelyn,1
2128525,Evelyn,1
2128526,Evelyn,1
2128601,Eildon,1
2128602,Eildon,1
2128603,Eildon,1
2128604,Eildon,1
2128605,Eildon,1
2128606,Eildon,1
2128607,Eildon,1
2128608,Eildon,1
2128609,Eildon,1
2128610,Eildon,1
2128612,Eildon,1
2128613,Eildon,1
2128614,Eildon,1
2128615,Eildon,1
2128616,Eildon,1
2128617,Eildon,1
2128618,Eildon,1
2128619,Eildon,1
2128620,Eildon,1
2128621,Eildon,1
2128622,Eildon,1
2128623,Eildon,1
2128625,Eildon,1
2128626,Eildon,1
2128627,Eildon,1
2128628,Eildon,1
2128629,Eildon,1
2128630,Eildon,1
2128631,Eildon,1
2128632,Eildon,1
2128633,Eildon,1
2128634,Eildon,1
2128635,Eildon,1
2128636,Eildon,1
2128637,Eildon,1
2128638,Eildon,1
2128639,Eildon,0.7431
2128639,Monbulk,0.2569
2128640,Eildon,1
2128641,Eildon,1
2128642,Eildon,1
2128643,Eildon,1
2128644,Eildon,1
2128645,Eildon,1
2128646,Eildon,1
2128647,Eildon,1
2128648,Eildon,1
2128649,Eildon,1
2128650,Eildon,1
2128651,Eildon,1
2128652,Eildon,1
2128653,Eildon,1
2128654,Eildon,1
2128655,Eildon,1
2128656,Eildon,1
2128657,Eildon,1
2128701,Berwick,1
2128702,Berwick,1
2128703,Berwick,1
2128705,Berwick,1
2128706,Berwick,1
2128707,Berwick,1
2128708,Pakenham,1
2128710,Berwick,1
2128711,Berwick,1
2128712,Berwick,1
2128713,Berwick,1
2128714,Berwick,1
2128715,Berwick,1
2128716,Pakenham,1
2128717,Berwick,1
2128718,Pakenham,1
2128719,Berwick,0.1085
2128719,Pakenham,0.8915
2128720,Pakenham,1
2128721,Berwick,1
2128722,Pakenham,1
2128723,Pakenham,1
2128724,Pakenham,1
2128725,Pakenham,1
2128726,Berwick,1
2128801,Narracan,1
2128802,Narracan,1
2128803,Narracan,1
2128804,Narracan,1
2128805,Narracan,1
2128806,Narracan,1
2128807,Narracan,1
2128808,Narracan,1
2128809,Narracan,1
2128810,Narracan,1
2128811,Monbulk,0.1102
2128811,Narracan,0.8898
2128812,Narracan,1
2128813,Narracan,1
2128814,Narracan,1
2128815,Narracan,1
2128816,Narracan,1
2128817,Narracan,1
2128818,Narracan,1
2128819,Narracan,1
2128820,Narracan,1
2128821,Narracan,1
2128822,Narracan,0.6966
2128822,Pakenham,0.3034
2128823,Narracan,1
2128901,Monbulk,0.1612
2128901,Narracan,0.8388
2128902,Monbulk,1
2128903,Monbulk,1
2128904,Monbulk,1
2128905,Monbulk,1
2128906,Monbulk,1
2128907,Monbulk,1
2128908,Monbulk,1
2128909,Monbulk,1
2128910,Monbulk,1
2128911,Monbulk,1
2128912,Monbulk,1
2128913,Monbulk,1
2128914,Monbulk,1
2128915,Monbulk,1
2128916,Monbulk,1
2128917,Monbulk,1
2128918,Monbulk,1
2128919,Pakenham,1
2128920,Monbulk,1
2128921,Berwick,1
2128922,Monbulk,1
2128923,Pakenham,1
2128924,Monbulk,1
2128925,Monbulk,1
2128926,Monbulk,1
2128927,Monbulk,1
2128928,Pakenham,1
2128929,Berwick,1
2128930,Berwick,1
2128931,Berwick,1
2128932,Berwick,1
2128933,Berwick,1
2128934,Pakenham,1
2128935,Monbulk,1
2128936,Monbulk,1
2128937,Pakenham,1
2128938,Monbulk,1
2128939,Monbulk,1
2128940,Monbulk,1
2128941,Monbulk,1
2128942,Monbulk,1
2128943,Monbulk,1
2128944,Monbulk,1
2128945,Monbulk,1
2128946,Monbulk,1
2128947,Monbulk,1
2128948,Berwick,1
2128949,Monbulk,1
2128950,Monbulk,1
2128951,Monbulk,1
2128952,Monbulk,1
2128953,Monbulk,1
2129001,Bass,1
2129002,Bass,1
2129003,Bass,1
2129004,Bass,1
2129005,Bass,1
2129006,Pakenham,1
2129007,Bass,1
2129008,Bass,1
2129009,Bass,1
2129010,Bass,1
2129011,Bass,1
2129012,Bass,1
2129013,Bass,0.9614
2129013,Narracan,0.0386
2129014,Bass,1
2129015,Bass,1
2129016,Bass,1
2129017,Bass,0.3588
2129017,Pakenham,0.6412
2129103,Pakenham,1
2129104,Pakenham,1
2129105,Pakenham,1
2129109,Pakenham,1
2129110,Pakenham,1
2129111,Pakenham,1
2129112,Pakenham,1
2129113,Pakenham,1
2129114,Pakenham,1
2129115,Pakenham,1
2129116,Pakenham,1
2129117,Pakenham,1
2129118,Pakenham,1
2129119,Pakenham,1
2129121,Pakenham,1
2129122,Pakenham,1
2129123,Pakenham,1
2129124,Pakenham,1
2129125,Pakenham,1
2129126,Pakenham,1
2129127,Pakenham,1
2129128,Pakenham,1
2129129,Pakenham,1
2129130,Pakenham,1
2129131,Pakenham,1
2129132,Pakenham,1
2129133,Pakenham,1
2129134,Pakenham,1
2129135,Pakenham,1
2129136,Pakenham,1
2129137,Pakenham,1
2129138,Pakenham,1
2129139,Pakenham,1
2129140,Pakenham,1
2129141,Pakenham,1
2129142,Pakenham,1
2129206,Pakenham,1
2129207,Pakenham,1
2129208,Pakenham,1
2129209,Pakenham,1
2129210,Pakenham,1
2129211,Pakenham,1
2129212,Pakenham,1
2129214,Pakenham,1
2129215,Pakenham,1
2129216,Pakenham,1
2129217,Pakenham,1
2129218,Pakenham,1
2129219,Pakenham,1
2129220,Pakenham,1
2129221,Pakenham,1
2129222,Pakenham,1
2129223,Pakenham,1
2129225,Pakenham,1
2129227,Pakenham,1
2129229,Pakenham,1
2129230,Pakenham,1
2129231,Pakenham,1
2129232,Pakenham,1
2129233,Pakenham,1
2129235,Pakenham,1
2129236,Pakenham,1
2129237,Pakenham,1
2129238,Pakenham,1
2129239,Pakenham,1
2129240,Pakenham,1
2129241,Pakenham,1
2129242,Pakenham,1
2129243,Pakenham,1
2129244,Pakenham,1
2129245,Pakenham,1
2129246,Pakenham,1
2129247,Pakenham,1
2129248,Pakenham,1
2129249,Pakenham,1
2129250,Pakenham,1
2129251,Pakenham,1
2129252,Pakenham,1
2129253,Pakenham,1
2129254,Pakenham,1
2129255,Pakenham,1
2129256,Pakenham,1
2129257,Pakenham,1
2129258,Pakenham,1
2129259,Pakenham,1
2129260,Pakenham,1
2129261,Pakenham,1
2129262,Pakenham,1
2129263,Pakenham,1
2129264,Pakenham,1
2129265,Pakenham,1
2129266,Pakenham,1
2129267,Pakenham,1
2129268,Pakenham,1
2129269,Pakenham,1
2129301,Narre Warren North,1
2129302,Narre Warren North,1
2129303,Narre Warren North,1
2129304,Narre Warren North,1
2129305,Narre Warren North,1
2129306,Narre Warren North,1
2129308,Berwick,1
2129309,Berwick,1
2129310,Berwick,1
2129311,Berwick,1
2129312,Berwick,1
2129313,Berwick,1
2129314,Berwick,1
2129315,Berwick,1
2129316,Berwick,1
2129317,Berwick,1
2129318,Berwick,1
2129319,Berwick,1
2129320,Berwick,1
2129321,Berwick,1
2129322,Berwick,1
2129323,Berwick,1
2129324,Berwick,1
2129325,Berwick,1
2129326,Berwick,1
2129327,Narre Warren North,1
2129328,Berwick,1
2129329,Berwick,1
2129331,Berwick,1
2129332,Berwick,1
2129333,Berwick,1
2129334,Berwick,1
2129335,Berwick,1
2129336,Berwick,1
2129337,Berwick,1
2129338,Narre Warren North,1
2129339,Berwick,0.0556
2129339,Narre Warren North,0.9444
2129340,Narre Warren North,1
2129341,Narre Warren North,1
2129342,Narre Warren North,1
2129343,Berwick,1
2129344,Berwick,1
2129345,Berwick,1
2129346,Berwick,1
2129347,Berwick,1
2129348,Berwick,1
2129349,Berwick,1
2129350,Berwick,1
2129351,Berwick,1
2129352,Narre Warren North,1
2129353,Berwick,1
2129354,Berwick,1
2129355,Berwick,1
2129356,Berwick,1
2129357,Berwick,1
2129401,Berwick,1
2129404,Berwick,1
2129405,Berwick,1
2129408,Berwick,1
2129409,Berwick,1
2129411,Berwick,1
2129412,Berwick,1
2129413,Berwick,1
2129414,Berwick,1
2129415,Berwick,1
2129416,Berwick,1
2129417,Berwick,1
2129418,Berwick,1
2129419,Berwick,1
2129420,Berwick,1
2129421,Berwick,1
2129422,Berwick,1
2129424,Berwick,1
2129425,Berwick,1
2129426,Berwick,1
2129427,Berwick,1
2129428,Berwick,1
2129429,Berwick,1
2129432,Berwick,1
2129433,Berwick,1
2129434,Berwick,1
2129435,Berwick,1
2129437,Berwick,1
2129438,Berwick,1
2129439,Berwick,1
2129440,Berwick,1
2129441,Berwick,1
2129442,Berwick,1
2129443,Berwick,1
2129444,Berwick,0.9536
2129444,Narre Warren North,0.0464
2129445,Berwick,1
2129446,Berwick,1
2129447,Berwick,1
2129448,Berwick,1
2129449,Berwick,1
2129450,Berwick,1
2129451,Berwick,1
2129452,Berwick,1
2129453,Berwick,1
2129454,Berwick,1
2129455,Berwick,1
2129456,Berwick,1
2129457,Berwick,1
2129458,Berwick,1
2129459,Berwick,1
2129460,Berwick,1
2129461,Berwick,0.2832
2129461,Narre Warren South,0.7168
2129462,Berwick,1
2129463,Berwick,1
2129464,Berwick,1
2129465,Berwick,1
2129466,Berwick,1
2129467,Berwick,1
2129468,Berwick,1
2129469,Berwick,1
2129501,Dandenong,1
2129502,Dandenong,1
2129503,Dandenong,0.9447
2129503,Narre Warren North,0.0553
2129504,Dandenong,1
2129505,Dandenong,1
2129506,Dandenong,0.9542
2129506,Narre Warren North,0.0458
2129507,Dandenong,1
2129508,Dandenong,1
2129509,Dandenong,1
2129510,Dandenong,0.9713
2129510,Narre Warren North,0.0287
2129511,Dandenong,1
2129512,Dandenong,1
2129513,Dandenong,1
2129514,Dandenong,1
2129515,Dandenong,1
2129516,Dandenong,1
2129517,Dandenong,1
2129518,Dandenong,1
2129519,Dandenong,1
2129520,Dandenong,1
2129521,Dandenong,1
2129522,Dandenong,1
2129523,Dandenong,0.9721
2129523,Narre Warren North,0.0279
2129524,Dandenong,1
2129525,Dandenong,0.8665
2129525,Narre Warren North,0.1335
2129526,Dandenong,1
2129701,Narre Warren North,1
2129702,Narre Warren North,1
2129703,Narre Warren North,1
2129704,Narre Warren North,1
2129705,Narre Warren North,1
2129706,Narre Warren North,1
2129707,Narre Warren North,1
2129708,Narre Warren North,1
2129709,Narre Warren North,1
2129710,Narre Warren North,1
2129711,Narre Warren North,1
2129712,Narre Warren North,1
2129713,Narre Warren North,1
2129714,Narre Warren North,1
2129715,Narre Warren North,1
2129716,Narre Warren North,1
2129717,Narre Warren North,1
2129718,Narre Warren North,1
2129719,Narre Warren North,1
2129720,Narre Warren North,1
2129721,Narre Warren North,1
2129722,Narre Warren North,1
2129723,Narre Warren North,1
2129724,Narre Warren North,1
2129725,Narre Warren North,1
2129726,Narre Warren North,1
2129901,Berwick,0.6025
2129901,Narre Warren North,0.3975
2129902,Narre Warren North,1
2129903,Narre Warren North,1
2129904,Narre Warren North,1
2129905,Narre Warren North,1
2129906,Narre Warren North,1
2129908,Narre Warren North,1
2129909,Berwick,0.8728
2129909,Narre Warren North,0.1272
2129910,Narre Warren North,1
2129911,Narre Warren North,1
2129912,Narre Warren North,1
2129913,Narre Warren North,1
2129914,Narre Warren North,1
2129915,Narre Warren North,1
2129916,Narre Warren North,1
2129917,Narre Warren North,1
2129918,Narre Warren North,1
2129919,Narre Warren North,1
2129920,Narre Warren North,1
2130001,Cranbourne,1
2130002,Cranbourne,1
2130003,Cranbourne,1
2130004,Cranbourne,1
2130005,Cranbourne,1
2130006,Cranbourne,1
2130007,Cranbourne,1
2130008,Cranbourne,0.9722
2130008,Narre Warren South,0.0278
2130009,Cranbourne,1
2130010,Cranbourne,1
2130013,Cranbourne,1
2130016,Cranbourne,1
2130017,Cranbourne,1
2130018,Cranbourne,1
2130019,Cranbourne,1
2130021,Cranbourne,1
2130022,Cranbourne,1
2130023,Cranbourne,1
2130024,Cranbourne,1
2130025,Cranbourne,1
2130026,Cranbourne,1
2130027,Cranbourne,1
2130028,Cranbourne,1
2130029,Cranbourne,1
2130030,Cranbourne,1
2130031,Cranbourne,1
2130032,Cranbourne,1
2130033,Cranbourne,1
2130034,Cranbourne,1
2130035,Cranbourne,1
2130036,Cranbourne,1
2130037,Cranbourne,1
2130038,Cranbourne,1
2130039,Cranbourne,1
2130040,Cranbourne,1
2130041,Cranbourne,1
2130042,Cranbourne,1
2130043,Cranbourne,1
2130044,Cranbourne,1
2130045,Cranbourne,1
2130046,Cranbourne,1
2130047,Cranbourne,1
2130048,Cranbourne,1
2130049,Cranbourne,1
2130050,Cranbourne,1
2130051,Cranbourne,1
2130052,Cranbourne,1
2130053,Cranbourne,1
2130054,Cranbourne,1
2130055,Cranbourne,1
2130056,Cranbourne,1
2130101,Cranbourne,1
2130102,Cranbourne,1
2130103,Cranbourne,1
2130104,Cranbourne,1
2130105,Cranbourne,1
2130108,Cranbourne,1
2130109,Cranbourne,1
2130110,Cranbourne,1
2130111,Cranbourne,1
2130113,Cranbourne,1
2130114,Cranbourne,1
2130115,Cranbourne,1
2130116,Cranbourne,1
2130117,Berwick,1
2130118,Cranbourne,1
2130119,Berwick,1
2130120,Cranbourne,1
2130121,Cranbourne,1
2130122,Berwick,1
2130123,Cranbourne,1
2130124,Cranbourne,1
2130125,Cranbourne,1
2130126,Cranbourne,1
2130127,Cranbourne,1
2130128,Cranbourne,1
2130129,Berwick,0.9772
2130129,Narre Warren South,0.0228
2130130,Cranbourne,1
2130131,Cranbourne,1
2130132,Cranbourne,1
2130133,Cranbourne,1
2130134,Cranbourne,1
2130135,Cranbourne,1
2130136,Berwick,1
2130137,Cranbourne,1
2130201,Narre Warren South,1
2130202,Narre Warren South,1
2130203,Narre Warren South,1
2130204,Narre Warren South,1
2130205,Narre Warren South,1
2130206,Narre Warren South,1
2130207,Narre Warren South,1
2130208,Narre Warren South,1
2130209,Narre Warren South,1
2130210,Narre Warren South,1
2130211,Narre Warren South,1
2130212,Narre Warren South,1
2130214,Narre Warren South,1
2130215,Narre Warren South,1
2130216,Narre Warren South,1
2130217,Narre Warren South,1
2130218,Narre Warren South,1
2130219,Narre Warren South,1
2130220,Narre Warren South,1
2130221,Cranbourne,0.0258
2130221,Narre Warren South,0.9742
2130222,Narre Warren South,1
2130223,Narre Warren South,1
2130224,Narre Warren South,1
2130225,Narre Warren South,1
2130228,Narre Warren South,1
2130229,Narre Warren South,1
2130230,Narre Warren South,1
2130231,Narre Warren South,1
2130232,Narre Warren South,1
2130233,Narre Warren South,1
2130234,Narre Warren South,1
2130235,Narre Warren South,1
2130236,Narre Warren South,1
2130237,Narre Warren South,1
2130238,Narre Warren South,1
2130239,Narre Warren South,1
2130240,Narre Warren South,1
2130241,Narre Warren South,1
2130242,Narre Warren South,1
2130243,Narre Warren South,1
2130301,Cranbourne,1
2130302,Cranbourne,1
2130303,Bass,1
2130305,Cranbourne,1
2130306,Bass,1
2130307,Bass,1
2130308,Bass,1
2130309,Bass,1
2130310,Bass,1
2130311,Bass,1
2130312,Bass,0.6098
2130312,Cranbourne,0.3902
2130313,Cranbourne,1
2130314,Cranbourne,1
2130315,Cranbourne,1
2130316,Cranbourne,1
2130317,Cranbourne,1
2130318,Cranbourne,1
2130319,Cranbourne,1
2130401,Cranbourne,1
2130402,Cranbourne,1
2130403,Cranbourne,1
2130404,Cranbourne,1
2130405,Cranbourne,1
2130406,Cranbourne,1
2130407,Cranbourne,1
2130408,Cranbourne,1
2130412,Cranbourne,1
2130413,Cranbourne,1
2130414,Cranbourne,1
2130416,Cranbourne,1
2130417,Cranbourne,1
2130418,Cranbourne,1
2130419,Cranbourne,1
2130420,Cranbourne,1
2130421,Cranbourne,1
2130422,Cranbourne,1
2130423,Cranbourne,1
2130424,Cranbourne,1
2130425,Cranbourne,1
2130426,Cranbourne,1
2130427,Cranbourne,1
2130428,Cranbourne,1
2130429,Cranbourne,1
